vp_id,timestamp,total_trials,accuracy_percent,mean_rt,mean_rt_correct,mean_rt_wrong,manipulated_feedback_percent,performance_rating1,nervous_rating1,performance_rating2,nervous_rating2,performance_rating3,nervous_rating3,age,education,leader,gender,mental_health,control_action1,control_consequence1,responsible_action1,responsible_consequence1,control_action2,control_consequence2,responsible_action2,responsible_consequence2,attention,block2_congruent_acc,block2_congruent_rt,block2_incongruent_acc,block2_incongruent_rt,block3_congruent_acc,block3_congruent_rt,block3_incongruent_acc,block3_incongruent_rt,block4_congruent_acc,block4_congruent_rt,block4_incongruent_acc,block4_incongruent_rt
3fd6cc80,2026-05-31T19:12:54.470063,200,94.0,0.5586,0.561,0.5201,9.0,4,5,7,8,6,6,19,1,2,2,2,1,1,1,4,1,1,1,4,True,90.0,0.5329666666666667,96.66666666666667,0.6007,100.0,0.54565,92.5,0.6133,100.0,0.5033,83.33333333333334,0.5415
